,# 1st Billing,# 2nd Billing,# 3rd Billing,# 4th Billing,# 5th Billing,Total Movie Count
Max Irons,0.0,0.0,1.0,0.0,1.0,2.0
Michael Wincott,0.0,0.0,1.0,0.0,1.0,2.0
Misha Gabriel,0.0,0.0,1.0,0.0,1.0,2.0
Missi Pyle,0.0,0.0,1.0,0.0,1.0,2.0
Moisés Arias,0.0,0.0,1.0,0.0,1.0,2.0
Oded Fehr,0.0,0.0,1.0,0.0,1.0,2.0
Patricia Velásquez,0.0,0.0,1.0,0.0,1.0,2.0
Peter Fonda,0.0,0.0,1.0,0.0,1.0,2.0
Portia Doubleday,0.0,0.0,1.0,0.0,1.0,2.0
Richard Brake,0.0,0.0,1.0,0.0,1.0,2.0
Ruby Rose,0.0,0.0,1.0,0.0,1.0,2.0
Ryan Dunn,0.0,0.0,1.0,0.0,1.0,2.0
Sharon Horgan,0.0,0.0,1.0,0.0,1.0,2.0
Shawn Doyle,0.0,0.0,1.0,0.0,1.0,2.0
Stephen Dorff,0.0,0.0,1.0,0.0,1.0,2.0
Tchéky Karyo,0.0,0.0,1.0,0.0,1.0,2.0
Tim Blake Nelson,0.0,0.0,1.0,0.0,1.0,2.0
Tim Matheson,0.0,0.0,1.0,0.0,1.0,2.0
Tracy Letts,0.0,0.0,1.0,0.0,1.0,2.0
Tyler Posey,0.0,0.0,1.0,0.0,1.0,2.0
Will.i.am,0.0,0.0,1.0,0.0,1.0,2.0
Xavier Samuel,0.0,0.0,1.0,0.0,1.0,2.0
Yani Gellman,0.0,0.0,1.0,0.0,1.0,2.0
Zazie Beetz,0.0,0.0,1.0,0.0,1.0,2.0
Émilie Dequenne,0.0,0.0,1.0,0.0,1.0,2.0
Adriana Barraza,0.0,0.0,0.0,2.0,0.0,2.0
Aidan Quinn,0.0,0.0,0.0,2.0,0.0,2.0
Alexa Davalos,0.0,0.0,0.0,2.0,0.0,2.0
Alison Sudol,0.0,0.0,0.0,2.0,0.0,2.0
Andrew Howard,0.0,0.0,0.0,2.0,0.0,2.0
Andrew Scott,0.0,0.0,0.0,2.0,0.0,2.0
Ann-Margret,0.0,0.0,0.0,2.0,0.0,2.0
Anushka Shetty,0.0,0.0,0.0,2.0,0.0,2.0
Candice Bergen,0.0,0.0,0.0,2.0,0.0,2.0
Christopher Lee,0.0,0.0,0.0,2.0,0.0,2.0
Clémence Poésy,0.0,0.0,0.0,2.0,0.0,2.0
Cynthia Nixon,0.0,0.0,0.0,2.0,0.0,2.0
Dan Byrd,0.0,0.0,0.0,2.0,0.0,2.0
Daniel Mays,0.0,0.0,0.0,2.0,0.0,2.0
Dennis Farina,0.0,0.0,0.0,2.0,0.0,2.0
Douglas M. Griffin,0.0,0.0,0.0,2.0,0.0,2.0
Eileen Atkins,0.0,0.0,0.0,2.0,0.0,2.0
Eloise Mumford,0.0,0.0,0.0,2.0,0.0,2.0
Graham Greene,0.0,0.0,0.0,2.0,0.0,2.0
Graham McTavish,0.0,0.0,0.0,2.0,0.0,2.0
Greg Germann,0.0,0.0,0.0,2.0,0.0,2.0
Harold Perrineau,0.0,0.0,0.0,2.0,0.0,2.0
Henry Czerny,0.0,0.0,0.0,2.0,0.0,2.0
Henry Thomas,0.0,0.0,0.0,2.0,0.0,2.0
Jae Head,0.0,0.0,0.0,2.0,0.0,2.0
Jake Abel,0.0,0.0,0.0,2.0,0.0,2.0
Jane Krakowski,0.0,0.0,0.0,2.0,0.0,2.0
John Rhys-Davies,0.0,0.0,0.0,2.0,0.0,2.0
John Witherspoon,0.0,0.0,0.0,2.0,0.0,2.0
Kengo Kora,0.0,0.0,0.0,2.0,0.0,2.0
Kim Dickens,0.0,0.0,0.0,2.0,0.0,2.0
Laz Alonso,0.0,0.0,0.0,2.0,0.0,2.0
Leonor Varela,0.0,0.0,0.0,2.0,0.0,2.0
Louis Herthum,0.0,0.0,0.0,2.0,0.0,2.0
Ludacris,0.0,0.0,0.0,2.0,0.0,2.0
Lyndsy Fonseca,0.0,0.0,0.0,2.0,0.0,2.0
Max Martini,0.0,0.0,0.0,2.0,0.0,2.0
Melissa Benoist,0.0,0.0,0.0,2.0,0.0,2.0
Michelle Trachtenberg,0.0,0.0,0.0,2.0,0.0,2.0
Niels Arestrup,0.0,0.0,0.0,2.0,0.0,2.0
Pyotr Romanov,0.0,0.0,0.0,2.0,0.0,2.0
Rachel Griffiths,0.0,0.0,0.0,2.0,0.0,2.0
Raffey Cassidy,0.0,0.0,0.0,2.0,0.0,2.0
Robert Knepper,0.0,0.0,0.0,2.0,0.0,2.0
S. Epatha Merkerson,0.0,0.0,0.0,2.0,0.0,2.0
Stephen 'tWitch' Boss,0.0,0.0,0.0,2.0,0.0,2.0
Stephen Fry,0.0,0.0,0.0,2.0,0.0,2.0
Stephen Tobolowsky,0.0,0.0,0.0,2.0,0.0,2.0
Teresa Ruiz,0.0,0.0,0.0,2.0,0.0,2.0
Til Schweiger,0.0,0.0,0.0,2.0,0.0,2.0
Timothy Dalton,0.0,0.0,0.0,2.0,0.0,2.0
Adrianne Palicki,0.0,0.0,0.0,1.0,1.0,2.0
Affion Crockett,0.0,0.0,0.0,1.0,1.0,2.0
Alexander Siddig,0.0,0.0,0.0,1.0,1.0,2.0
Ali Soliman,0.0,0.0,0.0,1.0,1.0,2.0
Anders Holm,0.0,0.0,0.0,1.0,1.0,2.0
Angela Lansbury,0.0,0.0,0.0,1.0,1.0,2.0
Anna Chancellor,0.0,0.0,0.0,1.0,1.0,2.0
Annika Hallin,0.0,0.0,0.0,1.0,1.0,2.0
Anthony LaPaglia,0.0,0.0,0.0,1.0,1.0,2.0
Arielle Kebbel,0.0,0.0,0.0,1.0,1.0,2.0
Arnold Vosloo,0.0,0.0,0.0,1.0,1.0,2.0
Ashley Johnson,0.0,0.0,0.0,1.0,1.0,2.0
Aurora Perrineau,0.0,0.0,0.0,1.0,1.0,2.0
Barbra Streisand,0.0,0.0,0.0,1.0,1.0,2.0
Bel Powley,0.0,0.0,0.0,1.0,1.0,2.0
Bella Heathcote,0.0,0.0,0.0,1.0,1.0,2.0
Bernie Mac,0.0,0.0,0.0,1.0,1.0,2.0
Bill Irwin,0.0,0.0,0.0,1.0,1.0,2.0
Boman Irani,0.0,0.0,0.0,1.0,1.0,2.0
Bree Turner,0.0,0.0,0.0,1.0,1.0,2.0
Brooklyn Decker,0.0,0.0,0.0,1.0,1.0,2.0
Caitlin Gerard,0.0,0.0,0.0,1.0,1.0,2.0
Carlos Bardem,0.0,0.0,0.0,1.0,1.0,2.0
Caroline Goodall,0.0,0.0,0.0,1.0,1.0,2.0
Chi McBride,0.0,0.0,0.0,1.0,1.0,2.0
Chloe Csengery,0.0,0.0,0.0,1.0,1.0,2.0
Choi Woo-shik,0.0,0.0,0.0,1.0,1.0,2.0
Chris Barrie,0.0,0.0,0.0,1.0,1.0,2.0
Chris Bauer,0.0,0.0,0.0,1.0,1.0,2.0
Clea DuVall,0.0,0.0,0.0,1.0,1.0,2.0
Clifton Powell,0.0,0.0,0.0,1.0,1.0,2.0
Colin Salmon,0.0,0.0,0.0,1.0,1.0,2.0
Courtney B. Vance,0.0,0.0,0.0,1.0,1.0,2.0
Dallas Roberts,0.0,0.0,0.0,1.0,1.0,2.0
David O'Hara,0.0,0.0,0.0,1.0,1.0,2.0
David Ogden Stiers,0.0,0.0,0.0,1.0,1.0,2.0
Dean Cain,0.0,0.0,0.0,1.0,1.0,2.0
Derek Jacobi,0.0,0.0,0.0,1.0,1.0,2.0
Diana Hardcastle,0.0,0.0,0.0,1.0,1.0,2.0
Diedrich Bader,0.0,0.0,0.0,1.0,1.0,2.0
Dominic Purcell,0.0,0.0,0.0,1.0,1.0,2.0
Eddie Kaye Thomas,0.0,0.0,0.0,1.0,1.0,2.0
Eliza Bennett,0.0,0.0,0.0,1.0,1.0,2.0
Emma Wiklund,0.0,0.0,0.0,1.0,1.0,2.0
Forrest Goodluck,0.0,0.0,0.0,1.0,1.0,2.0
Gabriel Iglesias,0.0,0.0,0.0,1.0,1.0,2.0
Gerald McRaney,0.0,0.0,0.0,1.0,1.0,2.0
Gil Bellows,0.0,0.0,0.0,1.0,1.0,2.0
Gina Gershon,0.0,0.0,0.0,1.0,1.0,2.0
Henry Simmons,0.0,0.0,0.0,1.0,1.0,2.0
Isabel Lucas,0.0,0.0,0.0,1.0,1.0,2.0
J. J. Soria,0.0,0.0,0.0,1.0,1.0,2.0
Jack Davenport,0.0,0.0,0.0,1.0,1.0,2.0
Jack Thompson,0.0,0.0,0.0,1.0,1.0,2.0
James Frain,0.0,0.0,0.0,1.0,1.0,2.0
James Jude Courtney,0.0,0.0,0.0,1.0,1.0,2.0
James Remar,0.0,0.0,0.0,1.0,1.0,2.0
Jennifer Morrison,0.0,0.0,0.0,1.0,1.0,2.0
Jessica Lange,0.0,0.0,0.0,1.0,1.0,2.0
Jessica Lucas,0.0,0.0,0.0,1.0,1.0,2.0
Jimmi Simpson,0.0,0.0,0.0,1.0,1.0,2.0
Joe Alwyn,0.0,0.0,0.0,1.0,1.0,2.0
José Garcia,0.0,0.0,0.0,1.0,1.0,2.0
Kat Dennings,0.0,0.0,0.0,1.0,1.0,2.0
Kate Burton,0.0,0.0,0.0,1.0,1.0,2.0
Kate Walsh,0.0,0.0,0.0,1.0,1.0,2.0
Kathleen Turner,0.0,0.0,0.0,1.0,1.0,2.0
Kevin Zegers,0.0,0.0,0.0,1.0,1.0,2.0
Kristin Chenoweth,0.0,0.0,0.0,1.0,1.0,2.0
Leven Rambin,0.0,0.0,0.0,1.0,1.0,2.0
Lew Temple,0.0,0.0,0.0,1.0,1.0,2.0
Liam Cunningham,0.0,0.0,0.0,1.0,1.0,2.0
Lochlyn Munro,0.0,0.0,0.0,1.0,1.0,2.0
Lukas Haas,0.0,0.0,0.0,1.0,1.0,2.0
Maddie Ziegler,0.0,0.0,0.0,1.0,1.0,2.0
Maggie Smith,0.0,0.0,0.0,1.0,1.0,2.0
Manuel Garcia-Rulfo,0.0,0.0,0.0,1.0,1.0,2.0
Margaret Qualley,0.0,0.0,0.0,1.0,1.0,2.0
Mark Boone Junior,0.0,0.0,0.0,1.0,1.0,2.0
Martin Sheen,0.0,0.0,0.0,1.0,1.0,2.0
Matt Jones,0.0,0.0,0.0,1.0,1.0,2.0
Matt Schulze,0.0,0.0,0.0,1.0,1.0,2.0
Mel Brooks,0.0,0.0,0.0,1.0,1.0,2.0
Michael Dorman,0.0,0.0,0.0,1.0,1.0,2.0
Michael Hyatt,0.0,0.0,0.0,1.0,1.0,2.0
Mike Vogel,0.0,0.0,0.0,1.0,1.0,2.0
Nate Torrence,0.0,0.0,0.0,1.0,1.0,2.0
Navid Negahban,0.0,0.0,0.0,1.0,1.0,2.0
Nick Kroll,0.0,0.0,0.0,1.0,1.0,2.0
Nicky Whelan,0.0,0.0,0.0,1.0,1.0,2.0
Oona Laurence,0.0,0.0,0.0,1.0,1.0,2.0
Pablo Schreiber,0.0,0.0,0.0,1.0,1.0,2.0
Peter Dinklage,0.0,0.0,0.0,1.0,1.0,2.0
Philip Baker Hall,0.0,0.0,0.0,1.0,1.0,2.0
Rachel Matthews,0.0,0.0,0.0,1.0,1.0,2.0
Rafi Gavron,0.0,0.0,0.0,1.0,1.0,2.0
Renée Victor,0.0,0.0,0.0,1.0,1.0,2.0
Rip Torn,0.0,0.0,0.0,1.0,1.0,2.0
Rob Lowe,0.0,0.0,0.0,1.0,1.0,2.0
Rory Cochrane,0.0,0.0,0.0,1.0,1.0,2.0
Russell Wong,0.0,0.0,0.0,1.0,1.0,2.0
Rutger Hauer,0.0,0.0,0.0,1.0,1.0,2.0
Ruth Wilson,0.0,0.0,0.0,1.0,1.0,2.0
Samuel Joslin,0.0,0.0,0.0,1.0,1.0,2.0
Sara Sohn,0.0,0.0,0.0,1.0,1.0,2.0
Scott Haze,0.0,0.0,0.0,1.0,1.0,2.0
Shirley Knight,0.0,0.0,0.0,1.0,1.0,2.0
Susanna Thompson,0.0,0.0,0.0,1.0,1.0,2.0
Taylor Swift,0.0,0.0,0.0,1.0,1.0,2.0
Tim Meadows,0.0,0.0,0.0,1.0,1.0,2.0
Tony Hale,0.0,0.0,0.0,1.0,1.0,2.0
Ulrich Tukur,0.0,0.0,0.0,1.0,1.0,2.0
Yasiin Bey,0.0,0.0,0.0,1.0,1.0,2.0
Zahn McClarnon,0.0,0.0,0.0,1.0,1.0,2.0
Ólafur Darri Ólafsson,0.0,0.0,0.0,1.0,1.0,2.0
Adam Goldberg,0.0,0.0,0.0,0.0,2.0,2.0
Adrian Martinez,0.0,0.0,0.0,0.0,2.0,2.0
Austin Stowell,0.0,0.0,0.0,0.0,2.0,2.0
Ben Shenkman,0.0,0.0,0.0,0.0,2.0,2.0
Bernard Hill,0.0,0.0,0.0,0.0,2.0,2.0
Brad Garrett,0.0,0.0,0.0,0.0,2.0,2.0
Brendan Coyle,0.0,0.0,0.0,0.0,2.0,2.0
Charlie Murphy,0.0,0.0,0.0,0.0,2.0,2.0
Cherry Jones,0.0,0.0,0.0,0.0,2.0,2.0
Chris O'Dowd,0.0,0.0,0.0,0.0,2.0,2.0
Corey Stoll,0.0,0.0,0.0,0.0,2.0,2.0
Crispin Glover,0.0,0.0,0.0,0.0,2.0,2.0
Daniel Dae Kim,0.0,0.0,0.0,0.0,2.0,2.0
Daren Kagasoff,0.0,0.0,0.0,0.0,2.0,2.0
David Keith,0.0,0.0,0.0,0.0,2.0,2.0
Edward Burns,0.0,0.0,0.0,0.0,2.0,2.0
Eve Jeffers Cooper,0.0,0.0,0.0,0.0,2.0,2.0
Fred Dalton Thompson,0.0,0.0,0.0,0.0,2.0,2.0
Giancarlo Esposito,0.0,0.0,0.0,0.0,2.0,2.0
Gina Carano,0.0,0.0,0.0,0.0,2.0,2.0
Heather Locklear,0.0,0.0,0.0,0.0,2.0,2.0
Holliday Grainger,0.0,0.0,0.0,0.0,2.0,2.0
Jay Mohr,0.0,0.0,0.0,0.0,2.0,2.0
Jennifer Esposito,0.0,0.0,0.0,0.0,2.0,2.0
Jeremy Strong,0.0,0.0,0.0,0.0,2.0,2.0
Jim Beaver,0.0,0.0,0.0,0.0,2.0,2.0
Jordan Peele,0.0,0.0,0.0,0.0,2.0,2.0
Josh Charles,0.0,0.0,0.0,0.0,2.0,2.0
Katy Perry,0.0,0.0,0.0,0.0,2.0,2.0
Kevin McNally,0.0,0.0,0.0,0.0,2.0,2.0
Kiersey Clemons,0.0,0.0,0.0,0.0,2.0,2.0
Luke Goss,0.0,0.0,0.0,0.0,2.0,2.0
Martin Klebba,0.0,0.0,0.0,0.0,2.0,2.0
Michael Ironside,0.0,0.0,0.0,0.0,2.0,2.0
Miguel Ángel Jenner,0.0,0.0,0.0,0.0,2.0,2.0
Natassia Malthe,0.0,0.0,0.0,0.0,2.0,2.0
Pete Ploszek,0.0,0.0,0.0,0.0,2.0,2.0
Pierfrancesco Favino,0.0,0.0,0.0,0.0,2.0,2.0
Riccardo Scamarcio,0.0,0.0,0.0,0.0,2.0,2.0
Salli Richardson-Whitfield,0.0,0.0,0.0,0.0,2.0,2.0
Samantha Mathis,0.0,0.0,0.0,0.0,2.0,2.0
Scott Foley,0.0,0.0,0.0,0.0,2.0,2.0
Sean Harris,0.0,0.0,0.0,0.0,2.0,2.0
Shawn Hatosy,0.0,0.0,0.0,0.0,2.0,2.0
Skylar Astin,0.0,0.0,0.0,0.0,2.0,2.0
Wendie Malick,0.0,0.0,0.0,0.0,2.0,2.0
Élodie Yung,0.0,0.0,0.0,0.0,2.0,2.0
A.J. Cook,1.0,0.0,0.0,0.0,0.0,1.0
Aaron Stanford,1.0,0.0,0.0,0.0,0.0,1.0
Abraham Attah,1.0,0.0,0.0,0.0,0.0,1.0
Adelaide Clemens,1.0,0.0,0.0,0.0,0.0,1.0
Adèle Exarchopoulos,1.0,0.0,0.0,0.0,0.0,1.0
Agathe Rousselle,1.0,0.0,0.0,0.0,0.0,1.0
Aki Asakura,1.0,0.0,0.0,0.0,0.0,1.0
Alana Haim,1.0,0.0,0.0,0.0,0.0,1.0
Alex Frost,1.0,0.0,0.0,0.0,0.0,1.0
Alexander Nathan Etel,1.0,0.0,0.0,0.0,0.0,1.0
Alexandre Rodrigues,1.0,0.0,0.0,0.0,0.0,1.0
Alisha Weir,1.0,0.0,0.0,0.0,0.0,1.0
Alison Lohman,1.0,0.0,0.0,0.0,0.0,1.0
Andrew Jacobs,1.0,0.0,0.0,0.0,0.0,1.0
Andrew Lawrence,1.0,0.0,0.0,0.0,0.0,1.0
Anne Dorval,1.0,0.0,0.0,0.0,0.0,1.0
Anne-Marie Loop,1.0,0.0,0.0,0.0,0.0,1.0
Anthony Gonzalez,1.0,0.0,0.0,0.0,0.0,1.0
Auli'i Cravalho,1.0,0.0,0.0,0.0,0.0,1.0
Austin Butler,1.0,0.0,0.0,0.0,0.0,1.0
Barney Clark,1.0,0.0,0.0,0.0,0.0,1.0
Barry Watson,1.0,0.0,0.0,0.0,0.0,1.0
Belén Rueda,1.0,0.0,0.0,0.0,0.0,1.0
Ben Burtt,1.0,0.0,0.0,0.0,0.0,1.0
Ben Platt,1.0,0.0,0.0,0.0,0.0,1.0
Ben Winchell,1.0,0.0,0.0,0.0,0.0,1.0
Billy Eichner,1.0,0.0,0.0,0.0,0.0,1.0
Björk,1.0,0.0,0.0,0.0,0.0,1.0
Blanchard Ryan,1.0,0.0,0.0,0.0,0.0,1.0
Blu Hunt,1.0,0.0,0.0,0.0,0.0,1.0
Bobby Campo,1.0,0.0,0.0,0.0,0.0,1.0
Bobby Soto,1.0,0.0,0.0,0.0,0.0,1.0
Brandon Routh,1.0,0.0,0.0,0.0,0.0,1.0
Bug Hall,1.0,0.0,0.0,0.0,0.0,1.0
Callum Maloney,1.0,0.0,0.0,0.0,0.0,1.0
Cara Pifko,1.0,0.0,0.0,0.0,0.0,1.0
Charlie Rowe,1.0,0.0,0.0,0.0,0.0,1.0
Cher,1.0,0.0,0.0,0.0,0.0,1.0
Chieko Baisho,1.0,0.0,0.0,0.0,0.0,1.0
Chloe Bennet,1.0,0.0,0.0,0.0,0.0,1.0
Chris Massoglia,1.0,0.0,0.0,0.0,0.0,1.0
Chrissy Metz,1.0,0.0,0.0,0.0,0.0,1.0
Christos Stergioglou,1.0,0.0,0.0,0.0,0.0,1.0
Chyler Leigh,1.0,0.0,0.0,0.0,0.0,1.0
Clovis Cornillac,1.0,0.0,0.0,0.0,0.0,1.0
Dacre Montgomery,1.0,0.0,0.0,0.0,0.0,1.0
Daiki Yamashita,1.0,0.0,0.0,0.0,0.0,1.0
Daisy Edgar-Jones,1.0,0.0,0.0,0.0,0.0,1.0
Dan Castellaneta,1.0,0.0,0.0,0.0,0.0,1.0
Dan Green,1.0,0.0,0.0,0.0,0.0,1.0
Daniah De Villiers,1.0,0.0,0.0,0.0,0.0,1.0
Daniel Auteuil,1.0,0.0,0.0,0.0,0.0,1.0
Daniel Hansen,1.0,0.0,0.0,0.0,0.0,1.0
Darby Camp,1.0,0.0,0.0,0.0,0.0,1.0
Darsheel Safary,1.0,0.0,0.0,0.0,0.0,1.0
Daveigh Chase,1.0,0.0,0.0,0.0,0.0,1.0
David Boreanaz,1.0,0.0,0.0,0.0,0.0,1.0
David Masajnik,1.0,0.0,0.0,0.0,0.0,1.0
Debi Derryberry,1.0,0.0,0.0,0.0,0.0,1.0
Demetrius Shipp Jr.,1.0,0.0,0.0,0.0,0.0,1.0
Demi Lovato,1.0,0.0,0.0,0.0,0.0,1.0
Derek Richardson,1.0,0.0,0.0,0.0,0.0,1.0
Devon Sawa,1.0,0.0,0.0,0.0,0.0,1.0
Diana Glenn,1.0,0.0,0.0,0.0,0.0,1.0
Dieter Laser,1.0,0.0,0.0,0.0,0.0,1.0
Drake Bell,1.0,0.0,0.0,0.0,0.0,1.0
Egor Koreshkov,1.0,0.0,0.0,0.0,0.0,1.0
Elisabeth Moss,1.0,0.0,0.0,0.0,0.0,1.0
Elizabeth Lail,1.0,0.0,0.0,0.0,0.0,1.0
Emilia Jones,1.0,0.0,0.0,0.0,0.0,1.0
Emily Baldoni,1.0,0.0,0.0,0.0,0.0,1.0
Eminem,1.0,0.0,0.0,0.0,0.0,1.0
Essie Davis,1.0,0.0,0.0,0.0,0.0,1.0
Evan McGuire,1.0,0.0,0.0,0.0,0.0,1.0
Federico Ielapi,1.0,0.0,0.0,0.0,0.0,1.0
Francesca Hayward,1.0,0.0,0.0,0.0,0.0,1.0
Frank Novak,1.0,0.0,0.0,0.0,0.0,1.0
Franklin D. Roosevelt,1.0,0.0,0.0,0.0,0.0,1.0
Félix Lefebvre,1.0,0.0,0.0,0.0,0.0,1.0
Gabriel LaBelle,1.0,0.0,0.0,0.0,0.0,1.0
Gang Dong-won,1.0,0.0,0.0,0.0,0.0,1.0
Georgina Campbell,1.0,0.0,0.0,0.0,0.0,1.0
Gina Philips,1.0,0.0,0.0,0.0,0.0,1.0
Gong Yoo,1.0,0.0,0.0,0.0,0.0,1.0
Gonzalo Vega,1.0,0.0,0.0,0.0,0.0,1.0
Grace Caroline Currey,1.0,0.0,0.0,0.0,0.0,1.0
Greg Cipes,1.0,0.0,0.0,0.0,0.0,1.0
Géza Röhrig,1.0,0.0,0.0,0.0,0.0,1.0
Harriet Owen,1.0,0.0,0.0,0.0,0.0,1.0
Hera Hilmar,1.0,0.0,0.0,0.0,0.0,1.0
Hideaki Anno,1.0,0.0,0.0,0.0,0.0,1.0
Hiroki Hasegawa,1.0,0.0,0.0,0.0,0.0,1.0
Iain Armitage,1.0,0.0,0.0,0.0,0.0,1.0
Ilka Bessin,1.0,0.0,0.0,0.0,0.0,1.0
Ivana Baquero,1.0,0.0,0.0,0.0,0.0,1.0
Iván Massagué,1.0,0.0,0.0,0.0,0.0,1.0
J. Michael Finley,1.0,0.0,0.0,0.0,0.0,1.0
Jackson A. Dunn,1.0,0.0,0.0,0.0,0.0,1.0
James Allen McCune,1.0,0.0,0.0,0.0,0.0,1.0
James Arnold Taylor,1.0,0.0,0.0,0.0,0.0,1.0
Jared Gilman,1.0,0.0,0.0,0.0,0.0,1.0
Jenn Proske,1.0,0.0,0.0,0.0,0.0,1.0
Jeremy Irvine,1.0,0.0,0.0,0.0,0.0,1.0
Jerry Seinfeld,1.0,0.0,0.0,0.0,0.0,1.0
Jiang Bian,1.0,0.0,0.0,0.0,0.0,1.0
Jim Parsons,1.0,0.0,0.0,0.0,0.0,1.0
Jodi Lyn O'Keefe,1.0,0.0,0.0,0.0,0.0,1.0
Joel Courtney,1.0,0.0,0.0,0.0,0.0,1.0
Johanna Braddy,1.0,0.0,0.0,0.0,0.0,1.0
John DeCantis,1.0,0.0,0.0,0.0,0.0,1.0
John White,1.0,0.0,0.0,0.0,0.0,1.0
Jonathan Bennett,1.0,0.0,0.0,0.0,0.0,1.0
Jonathan D. Mellor,1.0,0.0,0.0,0.0,0.0,1.0
Jonathan Lipnicki,1.0,0.0,0.0,0.0,0.0,1.0
Jonathan Patrick Foo,1.0,0.0,0.0,0.0,0.0,1.0
Josh Stewart,1.0,0.0,0.0,0.0,0.0,1.0
Josh Zuckerman,1.0,0.0,0.0,0.0,0.0,1.0
Julia Sawalha,1.0,0.0,0.0,0.0,0.0,1.0
Junko Takeuchi,1.0,0.0,0.0,0.0,0.0,1.0
Justin Fletcher,1.0,0.0,0.0,0.0,0.0,1.0
Justin Whalin,1.0,0.0,0.0,0.0,0.0,1.0
Karen Abercrombie,1.0,0.0,0.0,0.0,0.0,1.0
Kathleen Robertson,1.0,0.0,0.0,0.0,0.0,1.0
Kathryn McCormick,1.0,0.0,0.0,0.0,0.0,1.0
Katie Chang,1.0,0.0,0.0,0.0,0.0,1.0
Kei Kobayashi,1.0,0.0,0.0,0.0,0.0,1.0
Keiko Aizawa,1.0,0.0,0.0,0.0,0.0,1.0
Kellan Lutz,1.0,0.0,0.0,0.0,0.0,1.0
Kelly Clarkson,1.0,0.0,0.0,0.0,0.0,1.0
Kelly Marie Tran,1.0,0.0,0.0,0.0,0.0,1.0
Kevin Conroy,1.0,0.0,0.0,0.0,0.0,1.0
Kieran O'Brien,1.0,0.0,0.0,0.0,0.0,1.0
Kim Min-hee,1.0,0.0,0.0,0.0,0.0,1.0
Kirk Cameron,1.0,0.0,0.0,0.0,0.0,1.0
Kit Harington,1.0,0.0,0.0,0.0,0.0,1.0
Koji Yakusho,1.0,0.0,0.0,0.0,0.0,1.0
Kristen Connolly,1.0,0.0,0.0,0.0,0.0,1.0
Kristen Miller,1.0,0.0,0.0,0.0,0.0,1.0
Kristin Kreuk,1.0,0.0,0.0,0.0,0.0,1.0
Kristoffer Joner,1.0,0.0,0.0,0.0,0.0,1.0
Kwak Do-won,1.0,0.0,0.0,0.0,0.0,1.0
Kyrie Irving,1.0,0.0,0.0,0.0,0.0,1.0
Lara Rossi,1.0,0.0,0.0,0.0,0.0,1.0
Laura Galán,1.0,0.0,0.0,0.0,0.0,1.0
Lauren LaVera,1.0,0.0,0.0,0.0,0.0,1.0
Leticia Dolera,1.0,0.0,0.0,0.0,0.0,1.0
Letitia Wright,1.0,0.0,0.0,0.0,0.0,1.0
Lewis MacDougall,1.0,0.0,0.0,0.0,0.0,1.0
Lewis Tan,1.0,0.0,0.0,0.0,0.0,1.0
Lin Yun,1.0,0.0,0.0,0.0,0.0,1.0
Linda Hamilton,1.0,0.0,0.0,0.0,0.0,1.0
Logan Browning,1.0,0.0,0.0,0.0,0.0,1.0
Louis Ashbourne Serkis,1.0,0.0,0.0,0.0,0.0,1.0
Louis C.K.,1.0,0.0,0.0,0.0,0.0,1.0
Louise Bourgoin,1.0,0.0,0.0,0.0,0.0,1.0
Lubna Azabal,1.0,0.0,0.0,0.0,0.0,1.0
Luke Mably,1.0,0.0,0.0,0.0,0.0,1.0
Lü Yanting,1.0,0.0,0.0,0.0,0.0,1.0
Madina Nalwanga,1.0,0.0,0.0,0.0,0.0,1.0
Mario Casas,1.0,0.0,0.0,0.0,0.0,1.0
Mariya Poezzhaeva,1.0,0.0,0.0,0.0,0.0,1.0
Mark Addy,1.0,0.0,0.0,0.0,0.0,1.0
Martina Gedeck,1.0,0.0,0.0,0.0,0.0,1.0
Masako Nozawa,1.0,0.0,0.0,0.0,0.0,1.0
Masami Nagasawa,1.0,0.0,0.0,0.0,0.0,1.0
Mason Thames,1.0,0.0,0.0,0.0,0.0,1.0
Mathias Malzieu,1.0,0.0,0.0,0.0,0.0,1.0
Matt Passmore,1.0,0.0,0.0,0.0,0.0,1.0
Matt Reeves,1.0,0.0,0.0,0.0,0.0,1.0
Matthew Rhys,1.0,0.0,0.0,0.0,0.0,1.0
Max Riemelt,1.0,0.0,0.0,0.0,0.0,1.0
Maxime Godart,1.0,0.0,0.0,0.0,0.0,1.0
Megumi Okina,1.0,0.0,0.0,0.0,0.0,1.0
Melissa Rauch,1.0,0.0,0.0,0.0,0.0,1.0
Michael McMillian,1.0,0.0,0.0,0.0,0.0,1.0
Michaël Grégorio,1.0,0.0,0.0,0.0,0.0,1.0
Ming-Na Wen,1.0,0.0,0.0,0.0,0.0,1.0
Mitchel Musso,1.0,0.0,0.0,0.0,0.0,1.0
Morjana Alaoui,1.0,0.0,0.0,0.0,0.0,1.0
Morten Burian,1.0,0.0,0.0,0.0,0.0,1.0
Myles Truitt,1.0,0.0,0.0,0.0,0.0,1.0
N. T. Rama Rao Jr.,1.0,0.0,0.0,0.0,0.0,1.0
Nahuel Pérez Biscayart,1.0,0.0,0.0,0.0,0.0,1.0
Naomi Ackie,1.0,0.0,0.0,0.0,0.0,1.0
Natalie Dormer,1.0,0.0,0.0,0.0,0.0,1.0
Natasha Henstridge,1.0,0.0,0.0,0.0,0.0,1.0
